Prospect ID,Lead,Initial Communication,Customer Evaluation,Negotiation,PO Received,Delivery,Payment
ProspectID 3674,1,1,1,1,1,1,1
ProspectID 3675,1,0,1,0,1,0,1
ProspectID 3676,0,0,0,1,0,0,0
ProspectID 3677,1,1,1,0,1,0,1
ProspectID 3678,1,1,0,0,0,0,0
ProspectID 3679,0,0,0,0,0,0,0
ProspectID 3680,1,1,0,0,0,0,0
ProspectID 3681,1,0,1,1,0,1,0
ProspectID 3682,0,0,0,1,0,1,0
ProspectID 3683,1,1,1,0,1,0,0
ProspectID 3684,1,1,1,1,1,1,0
ProspectID 3685,0,0,0,0,0,0,1
ProspectID 3686,1,1,1,0,1,0,1
ProspectID 3687,1,0,0,0,0,0,0
ProspectID 3688,0,0,0,0,0,0,1
ProspectID 3689,1,1,0,1,0,0,0
ProspectID 3690,1,1,1,1,0,0,0
ProspectID 3691,0,0,0,0,0,1,0
ProspectID 3692,1,1,1,1,1,1,0
ProspectID 3693,1,0,1,0,1,0,0
ProspectID 3694,0,0,0,0,0,1,0
ProspectID 3695,1,1,1,0,1,0,0
ProspectID 3696,1,1,0,0,0,0,1
ProspectID 3697,0,0,0,1,0,0,1
ProspectID 3698,1,1,0,1,0,0,0
ProspectID 3699,1,0,1,0,0,0,1
ProspectID 3700,0,0,0,1,0,0,0
ProspectID 3701,1,1,1,0,1,1,0
ProspectID 3702,1,1,1,0,1,1,0
ProspectID 3703,0,0,0,0,0,0,0
ProspectID 3704,1,1,1,0,1,1,0
ProspectID 3705,1,0,0,1,0,0,0
ProspectID 3706,0,0,0,1,0,0,0
ProspectID 3707,1,1,0,0,0,0,1
ProspectID 3708,1,1,1,1,0,0,1
ProspectID 3709,0,0,0,0,0,0,0
ProspectID 3710,1,1,1,0,1,0,1
ProspectID 3711,1,0,1,0,1,1,0
ProspectID 3712,0,0,0,0,0,1,0
ProspectID 3713,1,1,1,1,1,0,0
ProspectID 3714,1,1,0,1,0,1,0
ProspectID 3715,0,0,0,0,0,0,0
ProspectID 3716,1,1,0,1,0,0,0
ProspectID 3717,1,0,1,0,0,0,0
ProspectID 3718,0,0,0,0,0,0,1
ProspectID 3719,1,1,1,0,1,0,1
ProspectID 3720,1,1,1,0,1,0,0
ProspectID 3721,0,0,0,1,0,1,1
ProspectID 3722,1,1,1,1,1,1,0
ProspectID 3723,1,0,0,0,0,0,0
ProspectID 3724,0,0,0,1,0,1,0
ProspectID 3725,1,1,0,0,0,0,0
ProspectID 3726,1,1,1,0,0,0,0
ProspectID 3727,0,0,0,0,0,0,0
ProspectID 3728,1,1,1,0,1,0,0
ProspectID 3729,1,0,1,1,1,0,1
ProspectID 3730,0,0,0,1,0,0,1
ProspectID 3731,1,1,1,0,1,1,0
ProspectID 3732,1,1,0,1,0,1,1
ProspectID 3733,0,0,0,0,0,0,0
ProspectID 3734,1,1,0,0,0,1,0
ProspectID 3735,1,0,1,0,0,0,0
ProspectID 3736,0,0,0,0,0,0,0
ProspectID 3737,1,1,1,1,1,0,0
ProspectID 3738,1,1,1,1,1,0,0
ProspectID 3739,0,0,0,0,0,0,0
ProspectID 3740,1,1,1,1,1,0,1
ProspectID 3741,1,0,0,0,0,1,1
ProspectID 3742,0,0,0,0,0,1,0
ProspectID 3743,1,1,0,0,0,0,1
ProspectID 3744,1,1,1,0,0,1,0
ProspectID 3745,0,0,0,1,0,0,0
ProspectID 3746,1,1,1,1,1,0,0
ProspectID 3747,1,0,1,0,1,0,0
ProspectID 3748,0,0,0,1,0,0,0
ProspectID 3749,1,1,1,0,1,0,0
ProspectID 3750,1,1,0,0,0,0,0
ProspectID 3751,0,0,0,0,0,1,1
ProspectID 3752,1,1,0,0,0,1,1
ProspectID 3753,1,0,1,1,0,0,0
ProspectID 3754,0,0,0,1,0,1,1
ProspectID 3755,1,1,1,0,1,0,0
ProspectID 3756,1,1,1,1,1,0,0
ProspectID 3757,0,0,0,0,0,0,0
ProspectID 3758,1,1,1,0,1,0,0
ProspectID 3759,1,0,0,0,0,0,0
ProspectID 3760,0,0,0,0,0,0,0
ProspectID 3761,1,1,0,1,0,1,0
ProspectID 3762,1,1,1,1,0,1,1
ProspectID 3763,0,0,0,0,0,0,1
ProspectID 3764,1,1,1,1,1,1,0
ProspectID 3765,1,0,1,0,1,0,1
ProspectID 3766,0,0,0,0,0,0,0
ProspectID 3767,1,1,1,0,1,0,0
ProspectID 3768,1,1,0,0,0,0,0
ProspectID 3769,0,0,0,1,0,0,0
ProspectID 3770,1,1,0,1,0,0,0
ProspectID 3771,1,0,1,0,0,1,0
ProspectID 3772,0,0,0,1,0,1,0
ProspectID 3773,1,1,1,0,1,0,1
ProspectID 3774,1,1,1,0,1,1,1
ProspectID 3775,0,0,0,0,0,0,0
ProspectID 3776,1,1,1,0,1,0,1
ProspectID 3777,1,0,0,1,0,0,0
ProspectID 3778,0,0,0,1,0,0,0
ProspectID 3779,1,1,0,0,0,0,0
ProspectID 3780,1,1,1,1,0,0,0
ProspectID 3781,0,0,0,0,0,1,0
ProspectID 3782,1,1,1,0,1,1,0
ProspectID 3783,1,0,1,0,1,0,0
ProspectID 3784,0,0,0,0,0,1,1
ProspectID 3785,1,1,1,1,1,0,1
ProspectID 3786,1,1,0,1,0,0,0
ProspectID 3787,0,0,0,0,0,0,1
ProspectID 3788,1,1,0,1,0,0,0
ProspectID 3789,1,0,1,0,0,0,0
ProspectID 3790,0,0,0,0,0,0,0
ProspectID 3791,1,1,1,0,1,1,0
ProspectID 3792,1,1,1,0,1,1,0
ProspectID 3793,0,0,0,1,0,0,0
ProspectID 3794,1,1,1,1,1,1,0
ProspectID 3795,1,0,0,0,0,0,1
ProspectID 3796,0,0,0,1,0,0,1
ProspectID 3797,1,1,0,0,0,0,0
ProspectID 3798,1,1,1,0,0,0,1
ProspectID 3799,0,0,0,0,0,0,0
ProspectID 3800,1,1,1,0,1,0,0
ProspectID 3801,1,0,1,1,1,1,0
ProspectID 3802,0,0,0,1,0,1,0
ProspectID 3803,1,1,1,0,1,0,0
ProspectID 3804,1,1,0,1,0,1,0
ProspectID 3805,0,0,0,0,0,0,0
ProspectID 3806,1,1,0,0,0,0,1
ProspectID 3807,1,0,1,0,0,0,1
ProspectID 3808,0,0,0,0,0,0,0
ProspectID 3809,1,1,1,1,1,0,1
ProspectID 3810,1,1,1,1,1,0,0
ProspectID 3811,0,0,0,0,0,1,0
ProspectID 3812,1,1,1,1,1,1,0
ProspectID 3813,1,0,0,0,0,0,0
ProspectID 3814,0,0,0,0,0,1,0
ProspectID 3815,1,1,0,0,0,0,0
ProspectID 3816,1,1,1,0,0,0,0
ProspectID 3817,0,0,0,1,0,0,1
ProspectID 3818,1,1,1,1,1,0,1
ProspectID 3819,1,0,1,0,1,0,0
ProspectID 3820,0,0,0,1,0,0,1
ProspectID 3821,1,1,1,0,1,1,0
ProspectID 3822,1,1,0,0,0,1,0
ProspectID 3823,0,0,0,0,0,0,0
ProspectID 3824,1,1,0,0,0,1,0
ProspectID 3825,1,0,1,1,0,0,0
ProspectID 3826,0,0,0,1,0,0,0
ProspectID 3827,1,1,1,0,1,0,0
ProspectID 3828,1,1,1,1,1,0,1
ProspectID 3829,0,0,0,0,0,0,1
ProspectID 3830,1,1,1,0,1,0,0
ProspectID 3831,1,0,0,0,0,1,1
ProspectID 3832,0,0,0,0,0,1,0
ProspectID 3833,1,1,0,1,0,0,0
ProspectID 3834,1,1,1,1,0,1,0
ProspectID 3835,0,0,0,0,0,0,0
ProspectID 3836,1,1,1,1,1,0,0
ProspectID 3837,1,0,1,0,1,0,0
ProspectID 3838,0,0,0,0,0,0,0
ProspectID 3839,1,1,1,0,1,0,1
ProspectID 3840,1,1,0,0,0,0,1
ProspectID 3841,0,0,0,1,0,1,0
ProspectID 3842,1,1,0,1,0,1,1
ProspectID 3843,1,0,1,0,0,0,0
ProspectID 3844,0,0,0,1,0,1,0
ProspectID 3845,1,1,1,0,1,0,0
ProspectID 3846,1,1,1,0,1,0,0
ProspectID 3847,0,0,0,0,0,0,0
ProspectID 3848,1,1,1,0,1,0,0
ProspectID 3849,1,0,0,1,0,0,0
ProspectID 3850,0,0,0,1,0,0,1
ProspectID 3851,1,1,0,0,0,1,1
ProspectID 3852,1,1,1,1,0,1,0
ProspectID 3853,0,0,0,0,0,0,1
ProspectID 3854,1,1,1,0,1,1,0
ProspectID 3855,1,0,1,0,1,0,0
ProspectID 3856,0,0,0,0,0,0,0
ProspectID 3857,1,1,1,1,1,0,0
ProspectID 3858,1,1,0,1,0,0,0
ProspectID 3859,0,0,0,0,0,0,0
ProspectID 3860,1,1,0,1,0,0,0
ProspectID 3861,1,0,1,0,0,1,1
ProspectID 3862,0,0,0,0,0,1,1
ProspectID 3863,1,1,1,0,1,0,0
ProspectID 3864,1,1,1,0,1,1,1
ProspectID 3865,0,0,0,1,0,0,0
ProspectID 3866,1,1,1,1,1,0,0
ProspectID 3867,1,0,0,0,0,0,0
ProspectID 3868,0,0,0,1,0,0,0
ProspectID 3869,1,1,0,0,0,0,0
ProspectID 3870,1,1,1,0,0,0,0
ProspectID 3871,0,0,0,0,0,1,0
ProspectID 3872,1,1,1,0,1,1,1
ProspectID 3873,1,0,1,1,1,0,1
ProspectID 3874,0,0,0,1,0,1,0
ProspectID 3875,1,1,1,0,1,0,1
ProspectID 3876,1,1,0,1,0,0,0
ProspectID 3877,0,0,0,0,0,0,0
ProspectID 3878,1,1,0,0,0,0,0
ProspectID 3879,1,0,1,0,0,0,0
ProspectID 3880,0,0,0,0,0,0,0
ProspectID 3881,1,1,1,1,1,1,0
ProspectID 3882,1,1,1,1,1,1,0
ProspectID 3883,0,0,0,0,0,0,1
ProspectID 3884,1,1,1,1,1,1,1
ProspectID 3885,1,0,0,0,0,0,0
ProspectID 3886,0,0,0,0,0,0,1
ProspectID 3887,1,1,0,0,0,0,0
ProspectID 3888,1,1,1,0,0,0,0
ProspectID 3889,0,0,0,1,0,0,0
ProspectID 3890,1,1,1,1,1,0,0
ProspectID 3891,1,0,1,0,1,1,0
ProspectID 3892,0,0,0,1,0,1,0
ProspectID 3893,1,1,1,0,1,0,0
ProspectID 3894,1,1,0,0,0,1,1
ProspectID 3895,0,0,0,0,0,0,1
ProspectID 3896,1,1,0,0,0,0,0
ProspectID 3897,1,0,1,1,0,0,1
ProspectID 3898,0,0,0,1,0,0,0
ProspectID 3899,1,1,1,0,1,0,0
ProspectID 3900,1,1,1,1,1,0,0
ProspectID 3901,0,0,0,0,0,1,0
ProspectID 3902,1,1,1,0,1,1,0
ProspectID 3903,1,0,0,0,0,0,0
ProspectID 3904,0,0,0,0,0,1,0
ProspectID 3905,1,1,0,1,0,0,1
ProspectID 3906,1,1,1,1,0,0,1
ProspectID 3907,0,0,0,0,0,0,0
ProspectID 3908,1,1,1,1,1,0,1
ProspectID 3909,1,0,1,0,1,0,0
ProspectID 3910,0,0,0,0,0,0,0
ProspectID 3911,1,1,1,0,1,1,0
ProspectID 3912,1,1,0,0,0,1,0
ProspectID 3913,0,0,0,1,0,0,0
ProspectID 3914,1,1,0,1,0,1,0
ProspectID 3915,1,0,1,0,0,0,0
ProspectID 3916,0,0,0,1,0,0,1
ProspectID 3917,1,1,1,0,1,0,1
ProspectID 3918,1,1,1,0,1,0,0
ProspectID 3919,0,0,0,0,0,0,1
ProspectID 3920,1,1,1,0,1,0,0
ProspectID 3921,1,0,0,1,0,1,0
ProspectID 3922,0,0,0,1,0,1,0
ProspectID 3923,1,1,0,0,0,0,0
ProspectID 3924,1,1,1,1,0,1,0
ProspectID 3925,0,0,0,0,0,0,0
ProspectID 3926,1,1,1,0,1,0,0
ProspectID 3927,1,0,1,0,1,0,1
ProspectID 3928,0,0,0,0,0,0,1
ProspectID 3929,1,1,1,1,1,0,0
ProspectID 3930,1,1,0,1,0,0,1
ProspectID 3931,0,0,0,0,0,1,0
ProspectID 3932,1,1,0,1,0,1,0
ProspectID 3933,1,0,1,0,0,0,0
ProspectID 3934,0,0,0,0,0,1,0
ProspectID 3935,1,1,1,0,1,0,0
ProspectID 3936,1,1,1,0,1,0,0
ProspectID 3937,0,0,0,1,0,0,0
ProspectID 3938,1,1,1,1,1,0,1
ProspectID 3939,1,0,0,0,0,0,1
ProspectID 3940,0,0,0,1,0,0,0
ProspectID 3941,1,1,0,0,0,1,1
ProspectID 3942,1,1,1,0,0,1,0
ProspectID 3943,0,0,0,0,0,0,0
ProspectID 3944,1,1,1,0,1,1,0
ProspectID 3945,1,0,1,1,1,0,0
ProspectID 3946,0,0,0,1,0,0,0
ProspectID 3947,1,1,1,0,1,0,0
ProspectID 3948,1,1,0,1,0,0,0
ProspectID 3949,0,0,0,0,0,0,1
ProspectID 3950,1,1,0,0,0,0,1
ProspectID 3951,1,0,1,0,0,1,0
ProspectID 3952,0,0,0,0,0,1,1
ProspectID 3953,1,1,1,1,1,0,0
ProspectID 3954,1,1,1,1,1,1,0
ProspectID 3955,0,0,0,0,0,0,0
ProspectID 3956,1,1,1,1,1,0,0
ProspectID 3957,1,0,0,0,0,0,0
ProspectID 3958,0,0,0,0,0,0,0
ProspectID 3959,1,1,0,0,0,0,0
ProspectID 3960,1,1,1,0,0,0,1
ProspectID 3961,0,0,0,1,0,1,1
ProspectID 3962,1,1,1,1,1,1,0
ProspectID 3963,1,0,1,0,1,0,1
ProspectID 3964,0,0,0,1,0,1,0
ProspectID 3965,1,1,1,0,1,0,0
ProspectID 3966,1,1,0,0,0,0,0
ProspectID 3967,0,0,0,0,0,0,0
ProspectID 3968,1,1,0,0,0,0,0
ProspectID 3969,1,0,1,1,0,0,0
ProspectID 3970,0,0,0,1,0,0,0
ProspectID 3971,1,1,1,0,1,1,1
ProspectID 3972,1,1,1,1,1,1,1
ProspectID 3973,0,0,0,0,0,0,0
ProspectID 3974,1,1,1,0,1,1,1
ProspectID 3975,1,0,0,0,0,0,0
ProspectID 3976,0,0,0,0,0,0,0
ProspectID 3977,1,1,0,1,0,0,0
ProspectID 3978,1,1,1,1,0,0,0
ProspectID 3979,0,0,0,0,0,0,0
ProspectID 3980,1,1,1,1,1,0,0
ProspectID 3981,1,0,1,0,1,1,0
ProspectID 3982,0,0,0,0,0,1,1
ProspectID 3983,1,1,1,0,1,0,1
ProspectID 3984,1,1,0,0,0,1,0
ProspectID 3985,0,0,0,1,0,0,1
ProspectID 3986,1,1,0,1,0,0,0
ProspectID 3987,1,0,1,0,0,0,0
ProspectID 3988,0,0,0,1,0,0,0
ProspectID 3989,1,1,1,0,1,0,0
ProspectID 3990,1,1,1,0,1,0,0
ProspectID 3991,0,0,0,0,0,1,0
ProspectID 3992,1,1,1,0,1,1,0
ProspectID 3993,1,0,0,1,0,0,1
ProspectID 3994,0,0,0,1,0,1,1
ProspectID 3995,1,1,0,0,0,0,0
ProspectID 3996,1,1,1,1,0,0,1
ProspectID 3997,0,0,0,0,0,0,0
ProspectID 3998,1,1,1,0,1,0,0
ProspectID 3999,1,0,1,0,1,0,0
ProspectID 4000,0,0,0,0,0,0,0
ProspectID 4001,1,1,1,1,1,1,0
ProspectID 4002,1,1,0,1,0,1,0
ProspectID 4003,0,0,0,0,0,0,0
ProspectID 4004,1,1,0,1,0,1,1
ProspectID 4005,1,0,1,0,0,0,1
ProspectID 4006,0,0,0,0,0,0,0
ProspectID 4007,1,1,1,0,1,0,1
ProspectID 4008,1,1,1,0,1,0,0
ProspectID 4009,0,0,0,1,0,0,0
ProspectID 4010,1,1,1,1,1,0,0
ProspectID 4011,1,0,0,0,0,1,0
ProspectID 4012,0,0,0,1,0,1,0
ProspectID 4013,1,1,0,0,0,0,0
ProspectID 4014,1,1,1,0,0,1,0
ProspectID 4015,0,0,0,0,0,0,1
ProspectID 4016,1,1,1,0,1,0,1
ProspectID 4017,1,0,1,1,1,0,0
ProspectID 4018,0,0,0,1,0,0,1
ProspectID 4019,1,1,1,0,1,0,0
ProspectID 4020,1,1,0,1,0,0,0
ProspectID 4021,0,0,0,0,0,1,0
ProspectID 4022,1,1,0,0,0,1,0
ProspectID 4023,1,0,1,0,0,0,0
ProspectID 4024,0,0,0,0,0,1,0
ProspectID 4025,1,1,1,1,1,0,0
ProspectID 4026,1,1,1,1,1,0,1
ProspectID 4027,0,0,0,0,0,0,1
ProspectID 4028,1,1,1,1,1,0,0
ProspectID 4029,1,0,0,0,0,0,1
ProspectID 4030,0,0,0,0,0,0,0
ProspectID 4031,1,1,0,0,0,1,0
ProspectID 4032,1,1,1,0,0,1,0
ProspectID 4033,0,0,0,1,0,0,0
ProspectID 4034,1,1,1,1,1,1,0
ProspectID 4035,1,0,1,0,1,0,0
ProspectID 4036,0,0,0,1,0,0,0
ProspectID 4037,1,1,1,0,1,0,1
ProspectID 4038,1,1,0,0,0,0,1
ProspectID 4039,0,0,0,0,0,0,0
ProspectID 4040,1,1,0,0,0,0,1
ProspectID 4041,1,0,1,1,0,1,0
ProspectID 4042,0,0,0,1,0,1,0
ProspectID 4043,1,1,1,0,1,0,0
ProspectID 4044,1,1,1,1,1,1,0
ProspectID 4045,0,0,0,0,0,0,0
ProspectID 4046,1,1,1,0,1,0,0
ProspectID 4047,1,0,0,0,0,0,0
ProspectID 4048,0,0,0,0,0,0,1
ProspectID 4049,1,1,0,1,0,0,1
ProspectID 4050,1,1,1,1,0,0,0
ProspectID 4051,0,0,0,0,0,1,1
ProspectID 4052,1,1,1,1,1,1,0
ProspectID 4053,1,0,1,0,1,0,0
ProspectID 4054,0,0,0,0,0,1,0
ProspectID 4055,1,1,1,0,1,0,0
ProspectID 4056,1,1,0,0,0,0,0
ProspectID 4057,0,0,0,1,0,0,0
ProspectID 4058,1,1,0,1,0,0,0
ProspectID 4059,1,0,1,0,0,0,1
ProspectID 4060,0,0,0,1,0,0,1
ProspectID 4061,1,1,1,0,1,1,0
ProspectID 4062,1,1,1,0,1,1,1
ProspectID 4063,0,0,0,0,0,0,0
ProspectID 4064,1,1,1,0,1,1,0
ProspectID 4065,1,0,0,1,0,0,0
ProspectID 4066,0,0,0,1,0,0,0
ProspectID 4067,1,1,0,0,0,0,0
ProspectID 4068,1,1,1,1,0,0,0
ProspectID 4069,0,0,0,0,0,0,0
ProspectID 4070,1,1,1,0,1,0,1
ProspectID 4071,1,0,1,0,1,1,1
ProspectID 4072,0,0,0,0,0,1,0
ProspectID 4073,1,1,1,1,1,0,1
ProspectID 4074,1,1,0,1,0,1,0
ProspectID 4075,0,0,0,0,0,0,0
ProspectID 4076,1,1,0,1,0,0,0
ProspectID 4077,1,0,1,0,0,0,0
ProspectID 4078,0,0,0,0,0,0,0
ProspectID 4079,1,1,1,0,1,0,0
ProspectID 4080,1,1,1,0,1,0,0
ProspectID 4081,0,0,0,1,0,1,1
ProspectID 4082,1,1,1,1,1,1,1
ProspectID 4083,1,0,0,0,0,0,0
ProspectID 4084,0,0,0,1,0,1,1
ProspectID 4085,1,1,0,0,0,0,0
ProspectID 4086,1,1,1,0,0,0,0
ProspectID 4087,0,0,0,0,0,0,0
ProspectID 4088,1,1,1,0,1,0,0
ProspectID 4089,1,0,1,1,1,0,0
ProspectID 4090,0,0,0,1,0,0,0
ProspectID 4091,1,1,1,0,1,1,0
ProspectID 4092,1,1,0,1,0,1,1
ProspectID 4093,0,0,0,0,0,0,1
ProspectID 4094,1,1,0,0,0,1,0
ProspectID 4095,1,0,1,0,0,0,1
ProspectID 4096,0,0,0,0,0,0,0
ProspectID 4097,1,1,1,1,1,0,0
ProspectID 4098,1,1,1,1,1,0,0
ProspectID 4099,0,0,0,0,0,0,0
ProspectID 4100,1,1,1,1,1,0,0
ProspectID 4101,1,0,0,0,0,1,0
ProspectID 4102,0,0,0,0,0,1,0
ProspectID 4103,1,1,0,0,0,0,1
ProspectID 4104,1,1,1,0,0,1,1
ProspectID 4105,0,0,0,1,0,0,0
ProspectID 4106,1,1,1,1,1,0,1
ProspectID 4107,1,0,1,0,1,0,0
ProspectID 4108,0,0,0,1,0,0,0
ProspectID 4109,1,1,1,0,1,0,0
ProspectID 4110,1,1,0,0,0,0,0
ProspectID 4111,0,0,0,0,0,1,0
ProspectID 4112,1,1,0,0,0,1,0
ProspectID 4113,1,0,1,1,0,0,0
ProspectID 4114,0,0,0,1,0,1,1
ProspectID 4115,1,1,1,0,1,0,1
ProspectID 4116,1,1,1,1,1,0,0
ProspectID 4117,0,0,0,0,0,0,1
ProspectID 4118,1,1,1,0,1,0,0
ProspectID 4119,1,0,0,0,0,0,0
ProspectID 4120,0,0,0,0,0,0,0
ProspectID 4121,1,1,0,1,0,1,0
ProspectID 4122,1,1,1,1,0,1,0
ProspectID 4123,0,0,0,0,0,0,0
ProspectID 4124,1,1,1,1,1,1,0
ProspectID 4125,1,0,1,0,1,0,1
ProspectID 4126,0,0,0,0,0,0,1
ProspectID 4127,1,1,1,0,1,0,0
ProspectID 4128,1,1,0,0,0,0,1
ProspectID 4129,0,0,0,1,0,0,0
ProspectID 4130,1,1,0,1,0,0,0
ProspectID 4131,1,0,1,0,0,1,0
ProspectID 4132,0,0,0,1,0,1,0
ProspectID 4133,1,1,1,0,1,0,0
ProspectID 4134,1,1,1,0,1,1,0
ProspectID 4135,0,0,0,0,0,0,0
ProspectID 4136,1,1,1,0,1,0,1
ProspectID 4137,1,0,0,1,0,0,1
ProspectID 4138,0,0,0,1,0,0,0
ProspectID 4139,1,1,0,0,0,0,1
ProspectID 4140,1,1,1,1,0,0,0
ProspectID 4141,0,0,0,0,0,1,0
ProspectID 4142,1,1,1,0,1,1,0
ProspectID 4143,1,0,1,0,1,0,0
ProspectID 4144,0,0,0,0,0,1,0
ProspectID 4145,1,1,1,1,1,0,0
ProspectID 4146,1,1,0,1,0,0,0
ProspectID 4147,0,0,0,0,0,0,1
ProspectID 4148,1,1,0,1,0,0,1
ProspectID 4149,1,0,1,0,0,0,0
ProspectID 4150,0,0,0,0,0,0,1
ProspectID 4151,1,1,1,0,1,1,0
ProspectID 4152,1,1,1,0,1,1,0
ProspectID 4153,0,0,0,1,0,0,0
ProspectID 4154,1,1,1,1,1,1,0
ProspectID 4155,1,0,0,0,0,0,0
ProspectID 4156,0,0,0,1,0,0,0
ProspectID 4157,1,1,0,0,0,0,0
ProspectID 4158,1,1,1,0,0,0,1
ProspectID 4159,0,0,0,0,0,0,1
ProspectID 4160,1,1,1,0,1,0,0
ProspectID 4161,1,0,1,1,1,1,1
ProspectID 4162,0,0,0,1,0,1,0
ProspectID 4163,1,1,1,0,1,0,0
ProspectID 4164,1,1,0,1,0,1,0
ProspectID 4165,0,0,0,0,0,0,0
ProspectID 4166,1,1,0,0,0,0,0
ProspectID 4167,1,0,1,0,0,0,0
ProspectID 4168,0,0,0,0,0,0,0
ProspectID 4169,1,1,1,1,1,0,1
ProspectID 4170,1,1,1,1,1,0,1
ProspectID 4171,0,0,0,0,0,1,0
ProspectID 4172,1,1,1,1,1,1,1
ProspectID 4173,1,0,0,0,0,0,0
ProspectID 4174,0,0,0,0,0,1,0
ProspectID 4175,1,1,0,0,0,0,0
ProspectID 4176,1,1,1,0,0,0,0
ProspectID 4177,0,0,0,1,0,0,0
ProspectID 4178,1,1,1,1,1,0,0
ProspectID 4179,1,0,1,0,1,0,0
ProspectID 4180,0,0,0,1,0,0,1
ProspectID 4181,1,1,1,0,1,1,1
ProspectID 4182,1,1,0,0,0,1,0
ProspectID 4183,0,0,0,0,0,0,1
ProspectID 4184,1,1,0,0,0,1,0
ProspectID 4185,1,0,1,1,0,0,0
ProspectID 4186,0,0,0,1,0,0,0
ProspectID 4187,1,1,1,0,1,0,0
ProspectID 4188,1,1,1,1,1,0,0
ProspectID 4189,0,0,0,0,0,0,0
ProspectID 4190,1,1,1,0,1,0,0
ProspectID 4191,1,0,0,0,0,1,1
ProspectID 4192,0,0,0,0,0,1,1
ProspectID 4193,1,1,0,1,0,0,0
ProspectID 4194,1,1,1,1,0,1,1
ProspectID 4195,0,0,0,0,0,0,0
ProspectID 4196,1,1,1,1,1,0,0
ProspectID 4197,1,0,1,0,1,0,0
ProspectID 4198,0,0,0,0,0,0,0
ProspectID 4199,1,1,1,0,1,0,0
ProspectID 4200,1,1,0,0,0,0,0
ProspectID 4201,0,0,0,1,0,1,0
ProspectID 4202,1,1,0,1,0,1,1
ProspectID 4203,1,0,1,0,0,0,1
ProspectID 4204,0,0,0,1,0,1,0
ProspectID 4205,1,1,1,0,1,0,1
ProspectID 4206,1,1,1,0,1,0,0
ProspectID 4207,0,0,0,0,0,0,0
ProspectID 4208,1,1,1,0,1,0,0
ProspectID 4209,1,0,0,1,0,0,0
ProspectID 4210,0,0,0,1,0,0,0
ProspectID 4211,1,1,0,0,0,1,0
ProspectID 4212,1,1,1,1,0,1,0
ProspectID 4213,0,0,0,0,0,0,1
ProspectID 4214,1,1,1,0,1,1,1
ProspectID 4215,1,0,1,0,1,0,0
ProspectID 4216,0,0,0,0,0,0,1
ProspectID 4217,1,1,1,1,1,0,0
ProspectID 4218,1,1,0,1,0,0,0
ProspectID 4219,0,0,0,0,0,0,0
ProspectID 4220,1,1,0,1,0,0,0
ProspectID 4221,1,0,1,0,0,1,0
ProspectID 4222,0,0,0,0,0,1,0
ProspectID 4223,1,1,1,0,1,0,0
ProspectID 4224,1,1,1,0,1,1,1
ProspectID 4225,0,0,0,1,0,0,1
ProspectID 4226,1,1,1,1,1,0,0
ProspectID 4227,1,0,0,0,0,0,1
ProspectID 4228,0,0,0,1,0,0,0
ProspectID 4229,1,1,0,0,0,0,0
ProspectID 4230,1,1,1,0,0,0,0
ProspectID 4231,0,0,0,0,0,1,0
ProspectID 4232,1,1,1,0,1,1,0
ProspectID 4233,1,0,1,1,1,0,0
ProspectID 4234,0,0,0,1,0,1,0
ProspectID 4235,1,1,1,0,1,0,1
ProspectID 4236,1,1,0,1,0,0,1
ProspectID 4237,0,0,0,0,0,0,0
ProspectID 4238,1,1,0,0,0,0,1
ProspectID 4239,1,0,1,0,0,0,0
ProspectID 4240,0,0,0,0,0,0,0
ProspectID 4241,1,1,1,1,1,1,0
ProspectID 4242,1,1,1,1,1,1,0
ProspectID 4243,0,0,0,0,0,0,0
ProspectID 4244,1,1,1,1,1,1,0
ProspectID 4245,1,0,0,0,0,0,0
ProspectID 4246,0,0,0,0,0,0,1
ProspectID 4247,1,1,0,0,0,0,1
ProspectID 4248,1,1,1,0,0,0,0
ProspectID 4249,0,0,0,1,0,0,1
ProspectID 4250,1,1,1,1,1,0,0
ProspectID 4251,1,0,1,0,1,1,0
ProspectID 4252,0,0,0,1,0,1,0
ProspectID 4253,1,1,1,0,1,0,0
ProspectID 4254,1,1,0,0,0,1,0
ProspectID 4255,0,0,0,0,0,0,0
ProspectID 4256,1,1,0,0,0,0,0
ProspectID 4257,1,0,1,1,0,0,1
ProspectID 4258,0,0,0,1,0,0,1
ProspectID 4259,1,1,1,0,1,0,0
ProspectID 4260,1,1,1,1,1,0,1
ProspectID 4261,0,0,0,0,0,1,0
ProspectID 4262,1,1,1,0,1,1,0
ProspectID 4263,1,0,0,0,0,0,0
ProspectID 4264,0,0,0,0,0,1,0
ProspectID 4265,1,1,0,1,0,0,0
ProspectID 4266,1,1,1,1,0,0,0
ProspectID 4267,0,0,0,0,0,0,0
ProspectID 4268,1,1,1,1,1,0,1
ProspectID 4269,1,0,1,0,1,0,1
ProspectID 4270,0,0,0,0,0,0,0
ProspectID 4271,1,1,1,0,1,1,1
ProspectID 4272,1,1,0,0,0,1,0
ProspectID 4273,0,0,0,1,0,0,0
ProspectID 4274,1,1,0,1,0,1,0
ProspectID 4275,1,0,1,0,0,0,0
ProspectID 4276,0,0,0,1,0,0,0
ProspectID 4277,1,1,1,0,1,0,0
ProspectID 4278,1,1,1,0,1,0,0
ProspectID 4279,0,0,0,0,0,0,1
